;instance;makespans;result;models;models_more;time_total;time_unsat
43;44_3_42_L.lp.out;[8906, 8906, 8906, 8906, 8906, 8906, 8906, 8906, 8906];FEASIBLE;9;True;300.001;0.0
44;45_3_10_L.lp.out;[1533, 1280, 1280, 1280, 1280, 1280, 1280, 1280, 1280, 1280];OPTIMAL;10;False;27.438;0.11
45;46_3_37_L.lp.out;[8341, 8341, 8341, 8219, 8219, 8219, 7810, 7810, 7810, 7810, 7810, 7810, 7810, 7810, 6260, 6260, 6260, 5804, 5804, 5804, 5804, 5804, 5615, 5615, 5615, 5615, 5615, 5407, 5407, 5407, 5407, 5407, 5407, 5407, 5407, 5407, 5407, 5407, 5387, 5361, 5361, 5361, 5361, 5361, 5361, 5073, 5073, 5073, 5073, 5073, 4992, 4992, 4992, 4992, 4992, 4992];FEASIBLE;56;True;300.003;0.0
46;47_3_46_L.lp.out;[8435, 8435, 8435, 8435, 8435, 8435, 8435, 8435, 8435, 8292, 8292, 8292, 8292, 8292, 8292, 7884, 7884, 7884, 7884, 7884, 7884, 7884, 7884, 7884, 7884, 7884, 7884, 7884, 7884, 7884, 7884, 7884, 7884, 7884, 7884, 7884, 7884, 7884];FEASIBLE;38;True;300.001;0.0
47;48_3_6_L.lp.out;[1112, 937, 937, 937];OPTIMAL;4;False;0.26;0.026
48;49_3_25_L.lp.out;[5362, 5362, 5362, 5362, 5362, 5362, 5362, 5362, 5362, 5362, 5362, 5362, 5362, 4730, 4730, 4730, 4730, 4730, 4730, 4730, 4730, 4730, 4266, 4266, 4266, 4266, 4266, 4266, 4266, 4266, 4266, 4150, 4150, 4150, 4150, 4150, 4150, 4150, 4150, 4150, 4150, 4150, 4041, 4041, 3668, 3668, 3668, 3668, 3668, 3664, 3506, 3506, 3506, 3506, 3506, 3506, 3506, 3505, 3419, 3419, 3419, 3419, 3419, 3419, 3419, 3279, 3279, 3279, 3279, 3174, 3174, 3174, 3174, 3174, 3174];FEASIBLE;75;True;300.003;0.0
49;50_3_11_L.lp.out;[3225, 3225, 3225, 3225, 3225, 3001, 3001, 3001, 3001, 3001, 3001, 3001, 2891, 2650, 2650, 2119, 2102, 1805, 1687, 1702, 1412, 1342, 1342, 1312, 1312, 1312, 1312, 1312];OPTIMAL;28;False;18.609;0.496
50;51_3_46_H.lp.out;[15400, 15400, 15400, 15400, 15400, 15400, 15400, 15400, 15400, 15299, 15299, 15299, 15299, 15299, 15299, 15299, 14922, 14922, 14922, 14922, 14722, 14722, 14722, 14722];FEASIBLE;24;True;300.001;0.0
51;52_3_37_H.lp.out;[12115, 12115, 12115, 12115, 12115, 12115, 12115, 12115, 12115, 12115, 12115, 12115, 12006, 12006, 12006, 12006, 12006, 12006, 12006, 12006, 12006, 12006, 12006, 12006, 12006, 12006, 12006, 12006, 12000, 12000, 12000, 11979, 11753, 11753, 11753, 11753, 11753, 11753, 11753, 11753, 11593, 11593, 11433, 11433, 11433, 11433, 11433];FEASIBLE;47;True;300.001;0.0
52;53_3_35_H.lp.out;[11925, 11925, 11925, 11925, 11873, 11873, 11873, 11873, 11873, 11873, 11872, 11687, 11687, 11687, 11687, 11687, 11687, 11633, 11633, 11633, 11595, 11595, 11595, 11595, 11595, 11595, 11595, 11595, 11574, 11574, 11574, 11574, 11089, 11089, 11089, 11089, 11089, 11089, 11075, 11075, 11075, 11075, 10836, 10836, 10836, 10836];FEASIBLE;46;True;300.002;0.0
53;54_3_41_H.lp.out;[12151, 12151, 12151, 12151, 12151, 12151, 12151, 12151, 12151, 12151, 12151, 12077, 12077, 11995, 11995, 11737, 11737, 11737, 11737, 11737, 11737, 11737, 11737, 10888, 10888, 10888, 10888, 10888, 10888, 10853, 10853, 10853, 10853, 10853, 10853, 10853, 10853];FEASIBLE;37;True;300.002;0.0
54;55_3_35_H.lp.out;[8492, 8492, 8492, 8492, 8492, 8492];FEASIBLE;6;True;300.002;0.0
55;56_3_33_H.lp.out;[11521, 11521, 11521, 11521, 11521, 11521, 11521, 11521, 11521, 11521, 11521, 11442, 11442, 11340, 11340, 11340, 11340, 10939, 10939, 10939, 10939, 10939, 10783, 10783, 10783, 10783, 10783, 10783, 10783, 10783, 10783, 10783, 10783, 10783, 10783, 10783, 10760, 10760, 10760];FEASIBLE;39;True;300.001;0.0
56;57_3_15_H.lp.out;[5485, 4927, 5261, 5195, 5328, 5328, 5328, 5328, 5328, 5328, 5328, 5328, 5328, 5274, 5192, 5192, 5192, 5056, 5056, 5056, 5056, 4799, 4690, 4656, 4656, 4518, 4518, 4518, 4518, 4491, 4491, 4491, 4491, 4465, 4335, 4218];FEASIBLE;36;True;300.001;0.0
57;58_3_24_H.lp.out;[8392, 8392, 8392, 8392, 8392, 8392, 8392, 8392, 8392, 8392, 8392, 8392, 8263, 8263, 8263, 8263, 8263, 8263, 8263, 8263, 7636, 7636, 7636, 7636, 7324, 7324, 7324, 7324, 6798, 6798, 6789, 6789, 6789, 6789];FEASIBLE;34;True;300.001;0.0
58;59_3_7_H.lp.out;[1529, 2077, 2077, 2077, 2077, 2036, 1670, 1670, 1670, 1670, 1670, 1401, 1408, 1271, 1274, 1291, 1201, 1201, 1201, 1201, 1201, 1201, 1201, 1161, 1161, 1161];OPTIMAL;26;False;13.539;7.354
59;60_3_40_H.lp.out;[13377, 13377, 13377, 13377, 13377, 13377, 13377, 13377, 13377, 13058, 13058, 13058, 13058, 13058, 13058, 13058, 13058, 13056, 13056, 13004, 13004, 12650, 12650, 12650, 12650, 12650, 12608, 12608, 12608, 12608, 12608, 12608, 12608, 12299, 12299, 12299, 12299, 12299, 12299, 12299, 12299, 12299];FEASIBLE;42;True;300.001;0.0
