;instance;makespans;result;models;models_more;time_total;time_unsat
48;49_3_25_L.lp.out;[6661, 6307, 6127, 5795, 5412, 5291, 5260, 5147, 5052, 5050, 4999, 4793, 4654, 4587, 4336, 4328, 4010, 4004, 3989, 3956, 3948, 3910, 3888, 3795, 3743, 3719, 3704, 3692, 3630, 3617, 3584, 3583, 3548, 3545, 3532, 3484, 3481, 3477, 3416, 3403, 3372, 3347, 3334, 3333, 3297, 3296, 3241, 3240, 3214, 3146, 3111, 3109, 3105, 3095, 3092, 3090, 3086, 3066, 3050, 3011];OPTIMAL;60;False;106.303;0.681
49;50_3_11_L.lp.out;[2795, 2595, 2414, 2389, 2193, 1963, 1891, 1864, 1818, 1731, 1719, 1587, 1566, 1544, 1481, 1437, 1432, 1370, 1360, 1359, 1312];OPTIMAL;21;False;0.218;0.014
50;51_3_46_H.lp.out;[16379, 16374, 16372, 16205, 15998, 15990, 15935, 15540, 15503, 15358, 15357, 15088, 14885, 14842, 14811, 14768, 14667, 14633, 14568, 14563, 14495, 14449, 14344, 14223, 14211, 14140, 14129, 14123, 14108, 14073, 13941, 13884, 13848, 13834];FEASIBLE;34;True;299.975;0.0
51;52_3_37_H.lp.out;[11478, 10640];FEASIBLE;2;True;299.999;0.0
52;53_3_35_H.lp.out;[12358, 12336, 11017, 10805, 10749, 10736, 10726, 10666, 10638, 10454, 10404, 10367, 10272, 10132, 9907, 9886, 9461, 9387, 9336, 9332, 9276, 9244, 9137, 9087];FEASIBLE;24;True;299.988;0.0
53;54_3_41_H.lp.out;[13605, 12949, 12806, 12691, 12677, 12561, 12551, 12501, 12416, 12231, 12204, 12181, 12180, 12103, 12068, 11961, 11948, 11941, 11863, 11657, 11447, 11343, 11290, 11251, 10893, 10726, 10720, 10675, 10669, 10668, 10640, 10636, 10203, 10168, 10150, 10115, 10099, 10050, 10016, 9548, 9456, 9449, 9436, 9407, 9331, 9320, 9316, 9302, 9296, 9293, 9285, 9263, 9259, 9258, 9249, 9222, 9139, 9129, 9112, 9094, 9066, 9057, 9048, 9019, 9000, 8968];FEASIBLE;66;True;299.964;0.0
54;55_3_35_H.lp.out;[9496, 9422, 9243, 9242, 9217, 9118, 9092, 9062, 9004, 8967, 8805];FEASIBLE;11;True;299.995;0.0
55;56_3_33_H.lp.out;[10569, 10539, 10468, 10429, 10017, 9976, 9903];FEASIBLE;7;True;299.996;0.0
56;57_3_15_H.lp.out;[5369, 5325, 4975, 4963, 4811, 4770, 4741, 4589, 4569, 4551, 4412, 4283, 4185, 4166, 4159, 4103, 4101, 4088];FEASIBLE;18;True;299.998;0.0
57;58_3_24_H.lp.out;[7817, 7348, 7306, 7295, 7289, 7286, 7241, 7009, 6984, 6960, 6906, 6867, 6855, 6773, 6705, 6665, 6653, 6600, 6529, 6517];FEASIBLE;20;True;299.995;0.0
58;59_3_7_H.lp.out;[1519, 1435, 1323, 1161];OPTIMAL;4;False;0.08;0.039
59;60_3_40_H.lp.out;[12751];FEASIBLE;1;True;299.999;0.0
60;61_3_10_H.lp.out;[3613, 3462, 3429, 3399, 3338, 3180, 3135, 2911, 2866, 2814, 2811, 2774];OPTIMAL;12;False;193.917;168.661
61;62_3_49_H.lp.out;[15302, 15023, 14990, 14960, 14820, 14532, 14520, 14153, 14118, 14095, 14003, 13799, 13773, 13729, 13511, 13451, 13447, 13418, 13329, 13296, 13233, 13219, 13194, 13172, 13116, 13111, 13075, 13074, 12970, 12940, 12931, 12930, 12830, 12827];FEASIBLE;34;True;299.974;0.0
62;63_3_36_H.lp.out;[11936, 11875, 11838, 11671, 11227, 11201, 11169, 11047, 11025, 10628, 10580, 10331, 10042, 10012, 9709, 9544, 9519, 9497, 9427, 9358, 9283, 9270, 9253, 9235, 9185, 9146, 9120, 9091, 9008, 9004, 8992, 8962, 8958, 8940, 8937, 8922, 8794, 8678, 8674, 8648, 8629, 8624, 8610, 8601, 8580, 8573];FEASIBLE;46;True;299.977;0.0
63;64_3_20_H.lp.out;[5939, 5819, 5799, 5763, 5736, 5662, 5647, 5606, 5551, 5249, 5241, 5214, 5208, 5180, 5163];FEASIBLE;15;True;299.997;0.0
64;65_3_22_H.lp.out;[6275, 6192, 6158, 5981, 5976, 5841, 5681, 5645, 5531];FEASIBLE;9;True;299.998;0.0
65;66_3_31_H.lp.out;[9848, 9221, 9028, 8839, 8825, 8789, 8677, 8665, 8645, 8604, 8409, 8261, 8246];FEASIBLE;13;True;299.995;0.0
66;67_3_29_H.lp.out;[10180, 9775, 8770, 8768, 8704, 8699, 8670, 8598, 8582, 8507, 8470, 8409, 8376, 8322, 8321, 8320, 8227];FEASIBLE;17;True;299.995;0.0
67;68_3_48_H.lp.out;[15050];FEASIBLE;1;True;300.0;0.0
