;instance;makespans;result;models;models_more;time_total;time_unsat
75;76_3_35_H.lp.out;[10054, 9823, 9524, 9376, 9283, 9224, 9211, 9185, 9163, 9136, 8955, 8954, 8953, 8858, 8802, 8533, 8506, 8429, 8410, 8407, 8402, 8393, 8381, 8361, 8238, 8168, 8143, 8100, 8094, 8068, 8024, 8011, 8000, 7810];FEASIBLE;34;True;299.985;0.0
76;77_3_41_H.lp.out;[15304, 13137];FEASIBLE;2;True;300.0;0.0
77;78_3_32_H.lp.out;[11782, 11678, 11534, 11307, 11091, 10953, 10851];FEASIBLE;7;True;299.998;0.0
78;79_3_26_H.lp.out;[8297, 7893, 7730, 7567, 7562, 7559, 7539, 7488, 7473, 7220, 7105, 6998, 6967, 6928, 6813, 6801, 6754, 6663];FEASIBLE;18;True;299.995;0.0
79;80_3_12_H.lp.out;[3428, 3316, 3153, 3061, 3044, 2821, 2819, 2811, 2809, 2744, 2588, 2561, 2553, 2536, 2532, 2523, 2511, 2459, 2430];FEASIBLE;19;True;299.998;0.0
80;81_3_39_H.lp.out;[14534, 14144, 14117, 14096, 13617, 13299, 13138, 13049, 12759, 12577, 12568, 12294];FEASIBLE;12;True;299.993;0.0
81;82_3_37_H.lp.out;[12803, 12686, 12144, 11889, 11692, 11683, 11521, 11458, 11447, 11227, 11202];FEASIBLE;11;True;299.994;0.0
82;83_3_24_H.lp.out;[9418, 8785, 8539, 8480, 8442, 8117, 8063, 8012, 7995, 7767, 7742, 7633, 7588, 7527];FEASIBLE;14;True;299.997;0.0
83;84_3_47_H.lp.out;[15162, 14686, 14661, 14522, 14462, 14447, 14403, 14398, 14275, 14222, 14214, 13967, 13956, 13753, 13713, 13708, 13680, 13643, 13611, 13542, 13518, 13407, 13375, 13055, 13050, 12952, 12939, 12936, 12922, 12861, 12841, 12829, 12751, 12735, 12708, 12649, 12625, 12619, 12312, 12249, 12247, 12244];FEASIBLE;42;True;299.97;0.0
84;85_3_20_H.lp.out;[4868, 4751, 4446, 4411, 4394];FEASIBLE;5;True;299.999;0.0
85;86_3_26_H.lp.out;[9217, 8610, 8149, 8123];FEASIBLE;4;True;299.999;0.0
